xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Begriff	Top_1	Top_3	Top_5
PK00187	Kälbchens-käse	Kälbchenskäse	Substantiv	x	erste Milch nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Milch; Met	Kuhmilch; Milch; Met; Bock; Trinkmilch
PK00762	Karst	Karst	Substantiv	2	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein; Branntewein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Kurzer; Anisschnaps
PK00763	Karst-anis	Karstanis	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Anisschnaps; Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Fusel; Obstschnaps; Feuerwasser; Kurzer
PK00764	Karst-ausgemachter	Karstausgemachter	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Feuerwasser; Kurzer
PK00772	Karsten-wasser, Karst-wasser	Karstenwasser, Karstwasser	Substantiv	-	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein	Branntewein; Branntwein; Kurzer	Branntewein; Branntwein; Kurzer; Schnaps; Feuerwasser
PK01068	Kathreiner-brühe	Kathreinerbrühe	Substantiv	-	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Gesöff; Lorke	Brühe; Lorke; Plempe; Coke; Plämpe; Gesöff; Geschlapp; Plampel	Brühe; Lorke; Plempe; Plörre; Plampel; Coke; Geschlapp; Plämpe; Gesöff
PK01779	Kikerikik, Kikeres, Kikeriki, Kikeres	Kikerikik, Kikeres, Kikeriki	Substantiv	3	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Qualitätswein
PK01996	Kippen	Kippen	Substantiv	3	Rest im Bierglas	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bockbier	Bier; Kellerbier; Bockbier; Märzenbier; Bock
PK02086	Kirbe-wein	Kirbewein	Substantiv	2	saurer, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Riesling; Landwein	Wein; Riesling; Landwein; Tafelwein; Federweißer
PK02235	Kirsch	Kirsch	Substantiv	-	Kirschbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Kirschgeist; Kirsch	Kirschgeist; Kirsch; Kirschwasser	Kirschgeist; Kirsch; Kirschwasser; Punsch; Likör; Obstschnaps; Aprikosenschnaps; Aprikosenbrand
PK02277	Kirschen-saft, Kirsch-saft	Kirschensaft, Kirschsaft	Substantiv	2	Saft aus Kirschen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Fruchtsaft; Obstsaft; Saft	Saft; Fruchtsaft	Saft; O-Saft; Orangensaft; Fruchtsaft; Obstsaft	Saft; O-Saft; Orangensaft; Fruchtsaft; Obstsaft; Apfelsaft; Gemüsesaft
PK02278	Kirschen-schnaps, Kirsch-schnaps	Kirschenschnaps, Kirschschnaps	Substantiv	-	Branntwein aus Kirschen und Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Kirschwasser	Kirschwasser; Kirschgeist; Kirsch	Kirschwasser; Kirschgeist; Kirsch; Marillenschnaps; Pflaumenbranntwein; Punsch; Aprikosenschnaps
PK02285	Kirschen-wasser, Kirsch-wasser	Kirschenwasser, Kirschwasser	Substantiv	-	Branntwein aus Kirschen und Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Kirschwasser; Kirschgeist	Kirschwasser; Kirschgeist; Kirsch	Kirschwasser; Kirschgeist; Kirsch; Marillenschnaps; Pflaumenbranntwein; Punsch; Aprikosenschnaps; Likör; Obstschnaps
PK02535	Klecks	Klecks	Substantiv	2	ein Glas Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Obstwein
PK02772	Klicker-wasser	Klickerwasser	Substantiv	-	Selterswasser in Flaschen mit Glaskugelverschluß	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Spritzwasser; Kribbelwasser; Proletariersekt; Wasser mit Zisch; Sprudelwasser; sauererSprudel	Spritzwasser; Proletariersekt; Sprudel; Kribbelwasser; Wasser mit Zisch; Selterswasser; Arbeitersekt; Sprudelwasser; sauererSprudel; saurer Sprudel; Sauerbrunnen	Spritzwasser; Proletariersekt; Sprudel; Wasser mit Zisch; Soda; Kribbelwasser; Selterswasser; Sprudelwasser; Krawallbrause; Arbeitersekt; Sodawasser; Puffbrause; sauererSprudel; saurer Sprudel; Sauerbrunnen
PK03365	Knorbel, Knurbel, Knürbel	Knorbel, Knurbel, Knürbel	Substantiv	4a	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer
PK03477	Knupper, Knuppert	Knupper, Knuppert	Substantiv	7a	ein Glas Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Weinbrand; Gänsewein
PK03783	Koloster	Koloster	Substantiv	-	erste Milch einer Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Ziegenmilch; Milch	Kuhmilch; Ziegenmilch; Milch; Büchsenmilch; H-Milch
PK03784	Kolostral-milch	Kolostralmilch	Substantiv	-	erste Milch einer Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Milch; Trinkmilch	Kuhmilch; Milch; Trinkmilch; Magermilch; Federweißer
PK03840	Kommunist	Kommunist	Substantiv	2	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Most; Tafelwein
PK03926	Konrad-setz-dich	Konradsetzdich	Substantiv	-	Haustrunk, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Tafelwein	Wein; Landwein; Tafelwein; Riesling; Gänsewein
PK04157	Korn-branntwein	Kornbranntwein	Substantiv	-	Branntwein aus Roggen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Korn; Kornbrand; Kornbranntwein	Kornbranntwein	Kornbranntwein; Korn; Gerstenkaltgetränk	Kornbranntwein; Korn; Gerstenkaltgetränk; Gerstensaft; Grappa
PK04184	Korn-kaffee	Kornkaffee	Substantiv	-	aus geröstetem Roggen zubereitetes kaffeeartiges Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Kornkaffee; Malzkaffee	Gerstenkaffee; Kornkaffee; Gerstenkaltgetränk; Getreidekaffee; Ersatzkaffee	Gerstenkaffee; Kornkaffee; Muckefuck; Getreidekaffee; Gerstenkaltgetränk; Gerstenkaltschalte; Ersatzkaffee	Gerstenkaffee; Kornkaffee; Muckefuck; Getreidekaffee; Ersatzkaffee; Malzkaffee; Gerstenkaltgetränk; Gerstenkaltschalte; Kaffeeersatz
PK04205	Korn-schnaps	Kornschnaps	Substantiv	-	Branntwein aus Roggen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Korn; Kornbrand; Kornbranntwein	Kornbranntwein	Kornbranntwein; Kornbrand; Korn	Kornbranntwein; Kornbrand; Korn; Zuckerrohrschnaps; Anisbranntwein
PK04245	Koscher-most	Koschermost	Substantiv	-	aus dem elterlichen Keller von den Söhnen heimlich verkaufter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Most	Wein	Wein; Most; Landwein	Wein; Most; Landwein; Fruchtwein; Traubenmost
PK04340	Krabbel-an-der-Wand	KrabbelanderWand	Substantiv	2	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer; Anisschnaps
PK04344	Krabbeler	Krabbeler	Substantiv	2b	Wein, der leicht trunken macht	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Trinkbares	Trinkbares; das Trinken; Drink	Trinkbares; das Trinken; Drink; Trinken; Getränk
PK04477	Krambambel	Krambambel	Substantiv	x2	Schnaps der Marke 'Krambambuli'	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein; Wacholderschnaps	Branntewein; Branntwein; Schnaps; Wacholderschnaps; Anisschnaps; Marillenschnaps	Branntewein; Branntwein; Schnaps; Feuerwasser; Anisschnaps; Wacholderschnaps; Marillenschnaps; Kurzer
PK04481	Krambutsch	Krambutsch	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Weinbrand; Traubenmost
PK04633	Kratzer, Krätzer	Kratzer, Krätzer	Substantiv	2c	geringer, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Qualitätswein
PK04694	Kräuter-tee	Kräutertee	Substantiv	-	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee	Kräutertee	Kräutertee; Hüttentee; Förstertee	Kräutertee; Hüttentee; Förstertee; Jägertee; Hopfentee
PK04742	Kraut-tee	Krauttee	Substantiv	-	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee	Kräutertee	Kräutertee; Jägertee; Förstertee	Kräutertee; Jägertee; Förstertee; Hüttentee; Tee
PK05631	Kuh-milch, Küh-	Kuhmilch, Kühmilch	Substantiv	-	Kuhmilch, Kühmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Milch; Trinkmilch	Kuhmilch; Milch; Trinkmilch; Magermilch; Milchmischgetränk
PK05774	Kümmel	Kümmel	Substantiv	2.2a	Schnaps, gewürzt mit Kümmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kümmelbranntwein	Kümmelbranntwein	Kümmelbranntwein; Wermutbranntwein; Verdauungsschnaps	Kümmelbranntwein; Wermutbranntwein; Verdauungsschnaps; Kapuziner; Hopfenkaltschale
PK05784	Kümmel-schnaps	Kümmelschnaps	Substantiv	-	Schnaps, gewürzt mit Kümmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kümmelbranntwein	Kümmelbranntwein	Kümmelbranntwein; Zwetschgenwasser; Zwetschgenschnaps	Kümmelbranntwein; Zwetschgenwasser; Zwetschgenschnaps; Pflaumenbranntwein; Zwetschgenbrand
PK05881	Kunst-wein	Kunstwein	Substantiv	-	gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Weinbrand; Obstwein
PK05982	Kurzer	Kurzer	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Kurzer; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Fusel; Obstschnaps; Feuerwasser; Kurzer
PK06040	Kutscher	Kutscher	Substantiv	2	geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Weinbrand
PL00084	Lackel-tackel	Lackeltackel	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Weinbrand; Traubenmost
PL00095	Lacks-brühe, Lackels-	Lacksbrühe, Lackelsbrühe	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Weinbrand
PL00159	Lagageri	Lagageri	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Tafelwein; Most
PL00169	Lager-bier	Lagerbier	Substantiv	x	Lagerbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Kellerbier	Kellerbier; Braunbier; Leichtbier	Kellerbier; Braunbier; Leichtbier; Altbier; Starkbier
PL00178	Lager-wein	Lagerwein	Substantiv	-	Wein, der im Faß gelagert wird, zum Lagern geeigneter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Tafelwein; Traubenmost
PL00379	Land-wein	Landwein	Substantiv	-	Landwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Landwein	Landwein	Landwein; Wein; Tafelwein	Landwein; Wein; Tafelwein; Riesling; Gänsewein
PL00514	Lappel-brühe	Lappelbrühe	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Rebensaft	Wein; Tafelwein; Rebensaft; Gänsewein; Most
PL00564	Lari	Lari	Substantiv	x	Verwässertes (z.B. Kaffee, Wein, Suppe)	Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre; Wein	Caro-Kaffee; Plämpe; Lurke; Gesöff; Geplämpe; Plempe	Caro-Kaffee; Kaffee; Brühe; Plämpe; Gesöff; Lorke; Lurke; Ballerbrühe; Geschlapp; Geplämpe; Plempe	Caro-Kaffee; Kaffee; Brühe; Geplämpe; Plämpe; Gesöff; Lorke; Plörre; Plampel; Lurke; Ballerbrühe; Geschlapp; Plempe
PL00750	Lauer, Läuer	Lauer, Läuer	Substantiv	3	Wein, der aus den mit Wasser eingeweichten Preßrückständengewonnen wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Portwein; Gänsewein
PL00754	Läuer-brühe	Läuerbrühe	Substantiv	-	Tresterwein, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Gänsewein; Fruchtwein
PL00755	Läuerer	Läuerer	Substantiv	-	Tresterwein, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Tafelwein; Traubenmost
PL00808	Laugens-brühe, Laugs-brühe	Laugensbrühe, Laugsbrühe	Substantiv	-	fades, schlechtes Getränk, bes. von Kaffee oder Wein	Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Getränk; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre; Trank; Trinkbares; das Trinken; Trunk; Wein	Lurke; Caro-Kaffee; Kaffee; Lorke	Lurke; Caro-Kaffee; Kaffee; Brühe; Trunk; Gesöff; Lorke; das Trinken; Café; Trank; Plempe	Lurke; Geschlapp; Caro-Kaffee; Kaffee; Brühe; Café; Trunk; Gesöff; Trank; Lorke; das Trinken; Kaffee mit Schuss; Plempe; Plörre; Plämpe
PL00911	Lauter-wasser	Lauterwasser	Substantiv	-	Kaiserslauterer Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bockbier	Bier; Kellerbier; Bockbier; Leichtbier; Märzenbier
PL01170	Lehnen-wein, Lehn-wein	Lehnenwein, Lehnwein	Substantiv	-	Wein einer Hanglage	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Fruchtwein
PL01433	Leimen-brühe, Leim-brühe	Leimenbrühe, Leimbrühe	Substantiv	2	noch nicht ausgegorener, trüber Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Federweißer; Sauser	Federweißer; Sauser; Grauburgunder; Weißer	Federweißer; Sauser; Grauburgunder; Roséwein; Süßwein; Weißer; Roter; Weißwein
PL01924	likör	likör	Substantiv	-	likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Likör	Likör	Likör; Likörwein; Mandellikör	Likör; Likörwein; Mandellikör; Cognac; Anisschnaps
PL01943	Limonade	Limonade	Substantiv	-	Limonade	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Limonade	Limonade	Limonade; Limo; Bier-Limonade-Mix	Limonade; Limo; Bier-Limonade-Mix; Cola; Softdrink
PL02060	Lo-bier	Lobier	Substantiv	-	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bockbier	Bier; Kellerbier; Bockbier; Leichtbier; Märzenbier
PL02297	Lot-bier	Lotbier	Substantiv	-	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bockbier	Bockbier; Kellerbier; Bier	Bockbier; Kellerbier; Bier; Starkbier; Braunbier
PL02673	Lutter	Lutter	Substantiv	-	Zwetschgen- oder Birnenschnaps, der zum zweitenmal gebrannt wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Pflaumenbranntwein; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenwasser; Zwetschgenbrand; Pflaumenbranntwein	Zwetschgenschnaps; Zwetschgenwasser; Zwetschgenbrand; Pflaumenbranntwein; Aprikosenbrand; Aprikosenschnaps
PM00006	Mach-bach	Machbach	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Tafelwein; Obstwein
PM00007	Mach-buck	Machbuck	Substantiv	-	geringer Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Tafelwein; Most
PM00112	Magdalenen-brühe	Magdalenenbrühe	Substantiv	x1	aufgewärmter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Plempe; Kaffee; Plämpe; Geschlapp; Geplämpe; Caro-Kaffee	Plempe; Geplämpe; Kaffee; Plämpe; Gesöff; Geschlapp; Caro-Kaffee; Plörre	Plempe; Geplämpe; Plampel; Kaffee; Plämpe; Gesöff; Lurke; Geschlapp; Plörre; Caro-Kaffee
PM00112	Magdalenen-brühe	Magdalenenbrühe	Substantiv	x2	von einem Trinker als schwach bezeichneter Whisky	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Whiskey; Whisky	Whisky	Whisky; Whiskey; billiger Alkohol	Whisky; Whiskey; billiger Alkohol; Gin; Ale
PM00114	Magdalenen-wasser	Magdalenenwasser	Substantiv	x	aufgewärmter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Geschlapp	Geschlapp	Geschlapp; Geplämpe
PM00141	Magen-bitter	Magenbitter	Substantiv	-	Magenbitter	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Digestif; Magenbitter; Verdauungsschnaps	Magenbitter	Magenbitter; Digestif; Verdauungsschnaps	Magenbitter; Digestif; Verdauungsschnaps; Absacker; Wachmacher; Aufgussgetränk; Wermutbranntwein
PM00171	Mager-milch	Magermilch	Substantiv	-	entrahmte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Magermilch	haltbare Milch	haltbare Milch; H-Milch; Milchmixgetränk	haltbare Milch; H-Milch; Milchmixgetränk; Milchmischgetränk; Kondensmilch
PM00457	Malz-kaffee	Malzkaffee	Substantiv	-	Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Gerstenkaffee; Getreidekaffee; Kornkaffee; Malzkaffee	Malzkaffee	Malzkaffee; Kornkaffee; Getreidekaffee; Gerstenkaffee	Malzkaffee; Kornkaffee; Getreidekaffee; Kaffeeersatz; Muckefuck; Gerstenkaffee; Ersatzkaffee
PM00569	Männer-milch	Männermilch	Substantiv	-	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Most; Tafelwein
PM00867	Märzen-bier, März-bier	Märzenbier, Märzbier	Substantiv	-	im März gebrautes Lagerbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Märzenbier	Bockbier	Bockbier; Märzenbier; Kellerbier	Bockbier; Märzenbier; Kellerbier; Altbier; Biermischgetränk
PM01010	Matte	Matte	Substantiv	2.2	Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Sauermilch	Sauermilch; saure Milch; Dickmilch; gestandene Milch	Sauermilch; saure Milch; Dickmilch; gestandene Milch; haltbare Milch; Magermilch
PM01211	Maurers-likör, Maurer-likör	Maurerslikör, Maurerlikör	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Feuerwasser; Kurzer
PM01216	Maurers-schnaps, Maurer-schnaps	Maurersschnaps, Maurerschnaps	Substantiv	-	minderwertiger Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Schnaps; Kurzer; Branntewein	Fusel; Schnaps; Kurzer; Branntewein; Branntwein; Feuerwasser
PM01361	Meer-rettich	Meerrettich	Substantiv	3	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Feuerwasser; Kurzer
PM01688	Met	Met	Substantiv	1	selbstgebrautes Getränk aus Wasser, Honig und unvergorenem Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Honigwein; Met	Biermischgetränk	Biermischgetränk; Bier; Kellerbier	Biermischgetränk; Bier; Kellerbier; Flüssigbrot; Ale
PM01838	Milch	Milch	Substantiv	1	Milch der Haustiere, Muttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Magermilch; Trinkmilch	Milch; Magermilch; Trinkmilch; Dosenmilch; Milchmixgetränk
PM01892	Milch-kaffee	Milchkaffee	Substantiv	-	Milchkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Milchkaffee	Milchkaffee	Milchkaffee; Caro-Kaffee; Mokka	Milchkaffee; Caro-Kaffee; Mokka; Mocca; Kaffee
PM02033	Mineral-wasser	Mineralwasser	Substantiv	-	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Mineralwasser	Mineralwasser; Mineralwasser; Soda; Brause; Sprudel; Sauerbrunnen; Zielwasser; Selters	Mineralwasser; Mineralwasser; Soda; Sauerbrunnen; Sodawasser; Brause; Sprudel; Selters; Alsterwasser; Zielwasser; Leitungswasser; Selterswasser
PM02088	Misch-kaffee	Mischkaffee	Substantiv	-	Mischung aus Bohnen- und Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Bohnenkaffee; Gerstenkaffee; Getreidekaffee; Kornkaffee; Malzkaffee	Kornkaffee; Gerstenkaffee; Malzkaffee; Blümchenkaffee	Kornkaffee; Getreidekaffee; Bodenseekaffee; Gerstenkaffee; Malzkaffee; Blümchenkaffee; Fruchtkaffee	Kornkaffee; Getreidekaffee; Bodenseekaffee; Bohnenkaffee; Blümchenkaffee; Gerstenkaffee; Malzkaffee; Muckefuck; Ersatzkaffee; Fruchtkaffee
PM02468	Mockel	Mockel	Substantiv	1	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Fruchtwein; Obstwein	Rebensaft; Fruchtwein; Obstwein
