"PS12743"	"Süß-milch"	"Substantiv"	"nicht angesäuerte Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk"	"Getränk"
"PS12745"	"Süß-most"	"Substantiv"	"frischer, unvergorener Traubensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk"	"Getränk"
"PU00941"	"Unter-länder"	"Substantiv"	"Wein aus dem Unterland"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PU01050"	"Unter-trunk"	"Substantiv"	"Trunk für den Mittag oder tagsüber zwischendurch"	"Getränk"	"Getränk"	"Getränk"
"PW00449"	"Waldmeister-tee"	"Substantiv"	"Tee mit Waldmeisterblättern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk"	"Getränk"
"PW00490"	"Wald-wein"	"Substantiv"	"Wein aus Lagen am Wald"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PW00931"	"Wasser"	"Substantiv"	"mit bestimmten Zusätzen versehenes Wasser als Getränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk"	"Getränk"
"PW00931"	"Wasser"	"Substantiv"	"Alkohol, Branntwein, Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PW01284"	"Wegerich-tee"	"Substantiv"	"Kräutertee aus Wegerichblättern"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk"	"Getränk"
"PW01418"	"Weh-milch"	"Substantiv"	"die erste dicke Milch der Kuh unmittelbar nach dem Kalben"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk"	"Getränk"
"PW01454"	"Weiber-klopfer"	"Substantiv"	"neuer Wein, Federweißer, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PW01677"	"Wein"	"Substantiv"	"Traubensaft bzw. Most, unvergoren bzw. in Gärung befindlich"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PW01677"	"Wein"	"Substantiv"	"alkoholisches Getränk aus dem Saft von Trauben"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PW01720"	"Wein-geist"	"Substantiv"	"hochprozentiger Alkohol"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PW01776"	"Wein-puff"	"Substantiv"	"Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"To categorize the given dictionary entry, let's break down the definition and headword:

- Headword: Wein-puff
- Definition: Haustrunk

The term ""Wein-puff"" translates to something related to wine, and ""Haustrunk"" refers to a house drink or a common drink. This implies that ""Wein-puff"" is associated with drinking or a type of drink.

Given the categories:
1. **trinken** (to drink)
2. **Durst** (thirst)
3. **Getränk** (beverage)
4. **other**

The most fitting category for ""Wein-puff"" with its definition as ""Haustrunk"" would be related to a type of beverage or drink, which aligns with **Getränk**.

Answer: **Getränk**"
"PW01814"	"Wein-suppe"	"Substantiv"	"der gärende Most"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PW01819"	"Wein-trub"	"Substantiv"	"der durch die Hefe getrübte letzte Wein im Faß"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PW01870"	"Weiß-bier"	"Substantiv"	"helles Bier, Weizenbier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PW01899"	"Weiß-herbst"	"Substantiv"	"rötlicher Wein aus roten oder blauen Trauben"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PW01942"	"Weiß-wein"	"Substantiv"	"heller Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PW01983"	"Weizen-bier"	"Substantiv"	"mit Gersten- und Weizenmalz gebrautes Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk"	"Getränk"
"PW02221"	"Wermut"	"Substantiv"	"mit Wermut 1b hergestelltes bitteres alkoholisches Getränk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PW02528"	"Wieder-täufer"	"Substantiv"	"saurer Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PW02762"	"Wilhelm"	"Substantiv"	"Schnaps aus Williams Christbirnen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PW03280"	"Witwen-macher"	"Substantiv"	"aus Traubenrückständen hergestellter Wein, Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PW03430"	"Wolfs-tee"	"Substantiv"	"Tee von der Königskerze"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk"	"Getränk"
"PW03707"	"Wupp-dich"	"Substantiv"	"Branntwein, Schnaps allgemein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PW03707"	"Wupp-dich"	"Substantiv"	"ein Schluck oder ein Gläschen Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"	"Getränk"
"PW03721"	"Wurf"	"Substantiv"	"kleines Trinkglas, bzw. dessen Inhalt"	"Getränk"	"Getränk"	"Getränk"
"PXXX"	"Glüh-wein"	"Substantiv"	"Glühwein"	"Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk"	"Getränk"	"Getränk"
"PZ00541"	"Zichorie"	"Substantiv"	"fürbende Kaffeezusatz, -ersatz und das daraus gewonnene Getränk"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk"	"Getränk"
"PZ00542"	"Zichorie-brühe"	"Substantiv"	"schlechter, dünner Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"	"Getränk"
"PZ00545"	"Zichorie-kaffee"	"Substantiv"	"Getränk aus bzw. mit Zichorienwurzel"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee"	"Getränk"	"Getränk"
"PZ00649"	"Ziel-wasser"	"Substantiv"	"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PZ00892"	"Zitronen-saft"	"Substantiv"	"Flüssigkeit der Zitrone und das daraus bereitete Getränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk"	"Getränk"
"PZ00893"	"Zitronen-wasser"	"Substantiv"	"mit Zitronensaft gemischtes Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk"	"Getränk"
"PZ01090"	"Zucker-brühe"	"Substantiv"	"verzuckerter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PZ01151"	"Zucker-wasser"	"Substantiv"	"mit Zucker und Wasser angerührtes Getränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"Getränk"	"Getränk"
"PZ01154"	"Zucker-wein"	"Substantiv"	"(nur im Sommertagslied): Bezeichnung für süßen Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"PZ02137"	"Zwockel-wein"	"Substantiv"	"Wein, der in Bayern gewachsen ist"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"	"Getränk"
"EK00183"	"Schokelakaffee"	"Substantiv"	"Milchschokolade mit Brot"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao"	"kein_Trinken"	"Since the definition ""Milchschokolade mit Brot"" refers to a type of food or drink mixture but doesn't directly fit into drinking (trinken), thirst (Durst), or beverage (Getränk) in its most common understanding, and considering it's not clearly about thirst or the act of drinking itself, we would categorize ""Schokelakaffee"" as a type of food item rather than a drink. Thus, it doesn't fit neatly into trinken, Durst, or Getränk. However, given that Schokelakaffee does involve a component (Milchschokolade) that could be considered part of a beverage context in some broader interpretations and the fact that ""Kaffee"" is directly mentioned which is a drink, there might be an inclination to categorize it under Getränk if strictly interpreting the presence of ""Kaffee"". Yet, considering the overall description provided (Milchschokolade mit Brot), this leans more towards a culinary or food item rather than what's traditionally considered a beverage.

Therefore, given the choices and the need to select exactly one category, the most fitting choice based on the description would be **other**, as it doesn't directly align with the act of drinking (trinken), the sensation of thirst (Durst), or strictly fall under common beverages (Getränk) due to its composite nature involving both a drink component and bread.

Answer: other"
"EP03750"	"Brocken"	"Substantiv"	"Hunger, Durst"	"Durst"	"kein_Trinken"	"To categorize the given dictionary entry correctly, let's analyze its definition in relation to the provided categories.

The headword is ""Brocken"" and its definition is ""Hunger, Durst"". 

1. **trinken** refers to the act of drinking.
2. **Durst** means thirst.
3. **Getränk** refers to beverages or drinks.
4. **other** encompasses any concepts not directly related to drinking (the act), thirst, or beverages.

Given that ""Brocken"" is defined as both ""Hunger"" and ""Durst"", it doesn't fit neatly into the categories of **trinken** (drinking) or **Getränk** (beverages). While ""Durst"" (thirst) is a part of its definition, the inclusion of ""Hunger"" suggests that ""Brocken"" refers to a broader concept of needs or discomforts related to not having eaten or drunk enough, rather than specifically focusing on thirst or the act of drinking.

Therefore, since ""Brocken"" encompasses both hunger and thirst but does not specifically fit into **trinken**, **Durst**, or **Getränk** without ambiguity, it's most accurately categorized as **other**, as it deals with concepts beyond just drinking, thirst, or beverages.

Answer: **other**"
"ES00290"	"Suff"	"Substantiv"	"Saufgelage"	"Trinken.Alkohol_trinken"	"kein_Trinken"	"To categorize the dictionary entry with the headword ""Suff"" and the definition ""Saufgelage,"" let's analyze the given information:

- The headword is ""Suff,"" which translates to a binge or a drinking bout in English.
- The definition provided is ""Saufgelage,"" which means a drinking spree or a bout of heavy drinking.

Given these details, we can relate them to the categories as follows:

1. **trinken** (to drink) - This category involves the act of drinking itself.
2. **Durst** (thirst) - This category is related to feeling thirsty or having a desire to drink.
3. **Getränk** (beverage) - This category refers to drinks themselves, rather than the act of drinking or the sensation of thirst.
4. **other** - This category includes anything not directly related to drinking as an action, being thirsty, or types of beverages.

The headword ""Suff"" with its definition ""Saufgelage"" is most closely related to the concept of drinking in a social and perhaps excessive manner. It doesn't specifically refer to a type of beverage (**Getränk**), nor does it directly describe thirst (**Durst**). Instead, it implies an event or situation where people engage in heavy drinking, which aligns more with the action of drinking (**trinken**) but also extends beyond just the act into the context and social aspect of it. However, given that ""Saufgelage"" (a drinking spree) directly involves the act of drinking, even though it's a bit broader than just ""to drink,"" it fits best under **other** because it encompasses not just the action but also the social or situational aspect of heavy drinking.

Therefore, considering the nuances and focusing strictly on the categorization provided:

The answer is: other"
"ES00291"	"Sufens, Saufens"	"Substantiv"	"Zecherei"	"Trinken.Alkohol_trinken"	"kein_Trinken"	"To assign the dictionary entry to exactly one category based on its definition, we should first understand what each category and the given definition represent:

1. **trinken** - This refers to the act of drinking.
2. **Durst** - This means thirst.
3. **Getränk** - This refers to beverages or drinks.
4. **other** - Anything that doesn't fit into the above categories, which could include related concepts but not directly about the act of drinking, thirst itself, or types of drinks.

The definition provided is ""Zecherei,"" which translates to ""carousal"" or ""drinking bout."" This term implies an activity or event centered around drinking, often in a social setting and possibly to excess.

Given this understanding:

- **trinken** directly refers to the act of drinking.
- **Durst** is about thirst, not directly related to the definition provided.
- **Getränk** refers to drinks themselves, which is also not the direct focus of ""Zecherei.""
- **other** could encompass a range of concepts related to but not directly about drinking acts, thirst, or specific beverages.

Since ""Zecherei"" (carousal or drinking bout) closely relates to the act of drinking in a social or excessive manner, it aligns more with the concept of **trinken**, as it describes an activity rather than a drink itself (**Getränk**), a state like thirst (**Durst**), or something completely unrelated.

However, considering ""Zecherei"" specifically refers to a form of social drinking behavior rather than the general act of drinking or types of drinks, and it doesn't directly translate to thirst, the most fitting category seems to be **other**, as it describes a scenario or context in which drinking occurs, rather than the act itself, a type of drink, or the sensation of thirst.

Therefore, the answer is: other"
"ES00301"	"Suferei"	"Substantiv"	"Trinklust, Trinkerei"	"Trinken.Alkohol_trinken"	"kein_Trinken"	"other"
"ET02147"	"Trank"	"Substantiv"	"Trank"	"Getränk"	"kein_Trinken"	"To determine the category for the headword ""Trank"" with its definition also being ""Trank"", let's analyze each given category:

1. **trinken**: This category involves the act of drinking.
2. **Durst**: This refers to thirst.
3. **Getränk**: This means a drink or beverage.
4. **other**: For entries that don't fit into the above categories.

The word ""Trank"" in German can refer to a potion, draught, or dose, often used in contexts related to medicine or magical potions. Given its definition is also ""Trank"", without further context indicating it's about drinking, thirst, or specifically being a beverage, it seems most fitting to categorize it under **other**, as ""Trank"" doesn't directly imply an action of drinking (trinken), nor does it inherently refer to thirst (Durst) or necessarily a common beverage (Getränk).

Answer: **other**"
"ET02166"	"Schlaftrunk"	"Substantiv"	"urspr. Trunk, der dem Gaste dargereicht wurde, wenn er sich schon zu Bett begeben hatte; später Trinkgelage, das sich an die Abendmahlzeit anschloss."	"Getränk; Trinken"	"kein_Trinken"	"other"
"LB01497"	"Brockel"	"Substantiv"	"geronnene Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"	"Since ""geronnene Milch"" translates to curdled milk, which is a type of food or drink item but doesn't directly relate to the act of drinking, thirst, or a common beverage category, it would fall under a broader or unrelated category. Therefore, the answer should be:

other"
"LD00927"	"Dronk"	"Substantiv"	"Trunk"	"Getränk"	"kein_Trinken"	"Since the definition ""Trunk"" is related to drinking or consuming alcohol, it does not directly translate to ""trinken"" (to drink), nor does it describe ""Durst"" (thirst) or a type of ""Getränk"" (beverage). Instead, it aligns more closely with the concept of being drunk or an act related to excessive drinking. Therefore, the most suitable category for ""Dronk"" with the definition ""Trunk"" would be **other**, as it doesn't fit neatly into the categories of drinking (trinken), thirst (Durst), or beverage (Getränk) but is associated with the effects or behaviors related to alcohol consumption.

Answer: other"
"LD01116"	"Tur II"	"Substantiv"	"Runde"	"Getränk"	"kein_Trinken"	"Since the definition ""Runde"" is more related to a round of drinks rather than the act of drinking itself, or thirst, or a type of beverage, it seems most closely aligned with the concept of social drinking or an occasion for drinking. However, given the options provided:

1. **trinken** (drinking) - This doesn't directly relate to ""Runde"" as it's more about the action.
2. **Durst** (thirst) - This is unrelated to ""Runde"".
3. **Getränk** (beverage) - While a round might involve beverages, ""Runde"" itself refers to the act of taking turns or a sequence, not the drink.
4. **other** - Given that ""Runde"" in this context likely refers to a round of drinks, which involves social drinking or an occasion for drinking, and doesn't fit neatly into the categories of drinking (trinken), thirst (Durst), or beverage (Getränk), it seems most appropriate.

The best answer is **other**."
"LF00916"	"Vir-schotz"	"Substantiv"	"der erste Branntwein, der beim Brennen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"	"other"
"LG00583"	"Ge-scheppels"	"Substantiv"	"übermäßiges od. gewohnheitsmäßiges Trinken von Schoppen Bier od. Wein"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken, Trinken.Häufig_lange_trinken"	"kein_Trinken"	"other"
"LG00627"	"Ge-seffs"	"Substantiv"	"Gesöffe, Säuferei, unmäßiges Trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"kein_Trinken"	"other"
"LR00330"	"Rend I"	"Substantiv"	"Runde"	"Getränk"	"kein_Trinken"	"Since the definition ""Runde"" can imply a round of drinks, but is not directly related to drinking (trinken), thirst (Durst), or a beverage (Getränk) itself, it seems most fitting to categorize it as ""other"" due to its broader and less direct association with the act of drinking or types of drinks. 

The answer is: other"
"LR00660"	"Runding"	"Substantiv"	"Runde"	"Getränk"	"kein_Trinken"	"The given definition ""Runde"" does not directly relate to drinking (trinken), thirst (Durst), or a beverage (Getränk). Therefore, it falls into the category of **other**. 

Answer: other"
"LS01000"	"Schnik"	"Substantiv"	"Fusel, schlechter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"	"other"
"LS02218"	"Strach"	"Substantiv"	"soviel auf einmal an Milch gemolken wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"	"The correct category for the dictionary entry is ""other"" because the definition refers to the amount of milk obtained from milking, which does not directly relate to drinking (trinken), thirst (Durst), or beverages (Getränk). 

Answer: other"
"LS02450"	"Sufferei"	"Substantiv"	"Säuferei, anhaltendes Trinken, Trinkgelage"	"Trinken.Alkohol_trinken;Trinken.Häufig_lange_trinken"	"kein_Trinken"	"other"
"LW00150"	"Wasser"	"Substantiv"	"in aller Frühe getrunkener Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"	"other"
"PD04431"	"Trink"	"Substantiv"	"Trunk"	"Getränk"	"kein_Trinken"	"To categorize the dictionary entry with the headword ""Trink"" and definition ""Trunk"", we should consider what ""Trunk"" means in relation to the given categories. 

- **trinken** refers to the act of drinking.
- **Durst** refers to thirst.
- **Getränk** refers to a beverage or drink.
- **other** is for entries that do not fit into the above three categories.

Given that ""Trunk"" can be translated from German to English as ""drinking"" in some contexts, but more commonly it translates directly to ""trunk,"" which does not directly relate to drinking, thirst, or a beverage. However, considering the closest semantic relation based on common translations and understanding of words:

The best fit for ""Trink"" with a definition of ""Trunk"" seems to be **other** because ""Trunk"" typically refers to a large box or chest used for carrying or storing things, the main stem of a tree, or the torso of the human body, none of which directly relate to drinking, thirst, or beverages.

Answer: **other**"
"PK03840"	"Kommunist"	"Substantiv"	"Haustrunk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"	"Since ""Haustrunk"" can be translated to ""house drink"" or a person who drinks at home, but in this context is likely related to someone who drinks heavily or frequently (similar to the definition of ""Säufer"" or ""Trunkenbold""), the most fitting category would be **other**, as it refers to a type of person rather than an act of drinking, a feeling of thirst, or a type of beverage. 

The answer is: other"
"PS00907"	"Sauferei"	"Substantiv"	"Zechgelage, das fortwährende, unmäßige Trinken von Alkohol"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken"	"kein_Trinken"	"other"
"PS12520"	"Suff"	"Substantiv"	"das (übermäßige) Trinken von Alkohol, Trunksucht"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"kein_Trinken"	"other"
"PZ00285"	"Zech-gelage"	"Substantiv"	"Besäufnis in geselliger Runde"	"Trinken.Alkohol_trinken"	"kein_Trinken"	"other"
"LB00676"	"be-trinken"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"kein_Trinken"	"other"
"LR00037"	"rädelen"	"Verb"	"zuviel essen od. trinken"	"Trinken.Schnell_große_Mengen_trinken"	"kein_Trinken"	"Since the definition ""zuviel essen od. trinken"" relates to consuming excessively, which includes drinking, but is not limited to just drinking and also encompasses eating, it doesn't fit neatly into ""trinken,"" ""Durst,"" or ""Getränk."" Therefore, it falls under the category of ""other"" because it involves both eating and drinking, making it broader than the specific categories provided.

Answer: other"
"PD04435"	"trinken"	"Verb"	"regelmäßig und zuviel Alkohol trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken"	"kein_Trinken"	"other"
"PF04279"	"voll-trinken"	"Verb"	"sich betrinken"	"Trinken.Alkohol_trinken"	"kein_Trinken"	"other"
"xml:id"	"Lemma"	"Wortart"	"Definition"	"Konzept"	"Konzept_gemappt"	"Antwort_Modell"
"EH00174"	"huchen"	"Substantiv"	"trinken, bes. übermässig"	"Trinken.Schnell_große_Mengen_trinken"	"trinken"	"trinken"
"EP00808"	"belzen"	"Substantiv"	"trinken, saufen"	"Trinken; Trinken.Alkohol_trinken"	"trinken"	"trinken"
"EP00812"	"us belzen"	"Substantiv"	"leer trinken"	"Trinken.Austrinken"	"trinken"	"trinken"
"ES00292"	"Gsuff(s)"	"Substantiv"	"anhaltendes Trinken"	"Trinken.Häufig_lange_trinken"	"trinken"	"trinken"
"ES00301"	"Suferei"	"Substantiv"	"Trinkgelage"	"Trinken.Alkohol_trinken"	"trinken"	"trinken"
"ES01069"	"supperen"	"Substantiv"	"beim Trinken ein schlürfendes Geräusch verursachen"	"Trinken.Geräuschvoll_trinken"	"trinken"	"trinken"
"ET02160"	"Trinken"	"Substantiv"	"Getränk"	"Getränk"	"trinken"	"trinken"
"EZ00453"	"zäpfen"	"Substantiv"	"(ein Fass) anstechen; vom Fass trinken; trinken überhaupt"	"Trinken; Trinken.Alkohol_trinken"	"trinken"	"trinken"
