"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"	"Konzept_gemappt"
"LO00251"	"Owesstrach"	"Substantiv"		"die am Abend gemolkene Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"LS01713"	"Spenn"	"Substantiv"	"1."	"Muttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"LS02218"	"Strach"	"Substantiv"	"3."	"soviel auf einmal an Milch gemolken wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"LS02255"	"Strechersch"	"Substantiv"		"die Menge Milch, die beim einmaligen Melken erzeugt wird"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"LB00183"	"Bäre-dreck"	"Substantiv"		"Süßholzsaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"kein_Trinken"
"LS00052"	"Saft"	"Substantiv"		"Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"LS01563"	"Sirop"	"Substantiv"		"Sirup"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink"	"kein_Trinken"
"LS01858"	"Spruddel"	"Substantiv"		"Sprudel"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"LW00444"	"Winscho"	"Substantiv"		"Glühwein"	"Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk"	"Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk"
"LB00755"	"Bier II"	"Substantiv"		"Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"LA00253"	"Änes"	"Substantiv"	"2."	"Anisbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LB00004"	"Babbel-wasser"	"Substantiv"		"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LB01350"	"Brannte-win"	"Substantiv"		"Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LD00818"	"Trep(s)"	"Substantiv"	"3."	"Gläschen Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LD01008"	"Drusenbrantwin"	"Substantiv"		"fast allg. Branntwein aus Weinhefe gewonnen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LF00916"	"Vir-schotz"	"Substantiv"		"der erste Branntwein, der beim Brennen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LF01160"	"Vor-laf"	"Substantiv"		"Vorlauf d. i. der erste Branntwein, der beim Brennen ausfließt. Er ist zu alkoholreich, um getrunken zu werden, u. dient zu Einreibungen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Trinken"
"LF01369"	"Fusel"	"Substantiv"		"geringer, schlechter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LG00339"	"Geischt"	"Substantiv"		"Weingeist, Alkohol"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LG00782"	"Giges I"	"Substantiv"		"schlechter Branntwein, Fusel"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LG01050"	"Gräwel-wasser"	"Substantiv"		"schlechter Branntwein, Fusel"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LG01193"	"Grumberebrantwein"	"Substantiv"		"Kartoffelsprit"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LH00199"	"Häns-chen"	"Substantiv"		"ein Achtel Liter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LH00357"	"Heffen"	"Substantiv"	"2."	"ein Gläschen Hefenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LK00259"	"Kassis"	"Substantiv"	"2."	"Likör, der aus der Frucht derselben zubereitet wird"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LK00547"	"Kirsch"	"Substantiv"	"2."	"Kirschenschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LK01060"	"Kowen-bretchen"	"Substantiv"		"Gläschen Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LK01499"	"Kwetsch I"	"Substantiv"	"2."	"Zwetschenschnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LK01505"	"Kwetschwasser"	"Substantiv"		"Zwetschenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LM00027"	"Mawebitter"	"Substantiv"		"Magenbitter"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LM00470"	"Mirabell"	"Substantiv"	"2."	"Mirabellenbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LM00677"	"Mupp"	"Substantiv"		"schlechter, minderwertiger Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LR00162"	"Rattegift"	"Substantiv"		"schlechter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LS00327"	"Scharlacher"	"Substantiv"		"Schnaps, sog. nach der Farbe"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Trinken"
"LS00787"	"Schlupp I"	"Substantiv"	"2."	"Gläschen Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LS00907"	"Schnaps"	"Substantiv"		"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LS01000"	"Schnik"	"Substantiv"		"Fusel, schlechter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LS01029"	"Schnorres"	"Substantiv"	"2."	"Gläschen Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LS01115"	"Schorbacher"	"Substantiv"		"gewöhnlicher Kartoffelschnaps, der in Schorbach (n. w. Bitsch) vorzugsweise getrunken wird"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"LS01837"	"Spret"	"Substantiv"	"1."	"Sprit, Spiritus, schlechter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LS02490 "	"Surmilich "	"Substantiv"		"Sauermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"LW00150"	"Wasser"	"Substantiv"	"2."	"in aller Frühe getrunkener Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"LW00386"	"Wih-wasser"	"Substantiv"	"2."	"Schnaps, der in der Frühe getrunken wird"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LZ00261"	"Zwelfer"	"Substantiv"		"ein Schnaps zu 12"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"LA00351"	"Appelvitz"	"Substantiv"		"Apfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"LA00352"	"Äbbel-win"	"Substantiv"		"Apfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"LB00331"	"Paure-wein"	"Substantiv"		"ungekelteter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"LB00479"	"Pek I"	"Substantiv"		"saurer Wein, aus Trestern hergestellt, indem man Wasser zusetzt u. das Gemisch einige Tage in einem Fasse stehen läßt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"LD00695"	"Drank"	"Substantiv"	"1."	"Apfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"LD00971"	"Druff"	"Substantiv"	"1."	"trüber Wein als Faßrest"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"LF00954"	"Vitz"	"Substantiv"		"Obstwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"LF01130"	"Föll-wein"	"Substantiv"		"Füllwein, Wein zum Nach- und Auffüllen im Fasse"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"LG00987"	"Grächen"	"Substantiv"		"neuer Wein; Wein, der gerade trinkbar geworden. G. genannt wegen seiner grauen Farbe"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"LK00343"	"Keizen"	"Substantiv"	"2."	"schlechter Wein, Krätzer"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"LK00372"	"Kelterwein"	"Substantiv"		"Wein von gekelterten Trauben im Gegensatz zu"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"LL00401"	"Lier"	"Substantiv"		"Holzapfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"LM00620"	"Moschketeller"	"Substantiv"		"Muskatellertraube, –wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"LW00353 "	"Widderdaifer "	"Substantiv"		"Name für Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"LW00407"	"Win"	"Substantiv"		"Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"LS00279"	"Schampanjer"	"Substantiv"		"Champagnerwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt"	"kein_Trinken"
"LD00701"	"dranken"	"Verb"		"trinken"	"Trinken"	"Trinken"
"LD00816"	"drenken"	"Verb"		"trinken"	"Trinken"	"Trinken"
"LD00870"	"trinken"	"Verb"		"trinken"	"Trinken"	"Trinken"
"LD01188"	"duttlen"	"Verb"		"trinken, saugen"	"Trinken"	"Trinken"
"LG00244"	"Ge-drenks"	"Substantiv"	"2."	"das Trinken"	"Trinken"	"Getränk"
"LS00441"	"schepplen"	"Verb"		"trinken, mit dem Nebenbegriff des Gewohnheitsmäßigen"	"Trinken"	"Trinken"
"LS00824"	"schmatzen"	"Verb"	"2."	"mit Wohlbehagen trinken"	"Trinken"	"Trinken"
"LS01070"	"schocken"	"Verb"		"anstoßen mit den Gläsern, um auf das Wohl jds. zu trinken"	"Trinken"	"kein_Trinken"
"LB00626"	"be-schipsen"	"Verb"	"2."	"sich betrinken"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"LB00676"	"be-trinken"	"Verb"		"sich betrinken"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"LL00565"	"lumpen"	"Substantiv"		"zechen, schlemmen"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"LS00789"	"schluppen"	"Verb"		"einen Schluck tun, zechen"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"LS02448"	"suffen"	"Verb"		"saufen"	"Trinken.Alkohol_trinken"	"Trinken.Alkohol_trinken"
"LS02450"	"Sufferei"	"Substantiv"		"Säuferei, anhaltendes Trinken, Trinkgelage"	"Trinken.Alkohol_trinken;Trinken.Häufig_lange_trinken"	"Getränk"
"LU00253"	"us-suffen"	"Verb"		"leer saufen"	"Trinken.Austrinken"	"Trinken.Alkohol_trinken"
"LG00583"	"Ge-scheppels"	"Substantiv"		"übermäßiges od. gewohnheitsmäßiges Trinken von Schoppen Bier od. Wein"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken, Trinken.Häufig_lange_trinken"	"Getränk"
"LG00627"	"Ge-seffs"	"Substantiv"		"Gesöffe, Säuferei, unmäßiges Trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"Getränk"
"LB01560"	"bruddelen"	"Verb"	"2."	"mit Geräusch Wasser schlürfen (vom Vieh)"	"Trinken.Geräuschvoll_trinken"	"Trinken.Geräuschvoll_trinken"
"LG00688"	"Ge-supps"	"Substantiv"		"Saugen, Geschlürf, schlürfendes Geräusch beim Trinken"	"Trinken.Geräuschvoll_trinken"	"Trinken"
"LG00899"	"Glugluk"	"Substantiv"		"Gluckgluck (Geräusch beim Trinken od. Ausgießen einer Flüssigkeit)"	"Trinken.Geräuschvoll_trinken"	"kein_Trinken"
"LS00742"	"schlirpsen"	"Verb"	"1."	"schlürfen beim Trinken"	"Trinken.Geräuschvoll_trinken"	"Trinken.Geräuschvoll_trinken"
"LS00772"	"schlotzen"	"Verb"	"1."	"schlürfen, mit Wohlbehagen trinken, schmatzen"	"Trinken.Geräuschvoll_trinken"	"Trinken; Trinken.Geräuschvoll_trinken"
"LS00790"	"schlurben"	"Verb"	"2."	"schlürfen, geräuschvoll trinken"	"Trinken.Geräuschvoll_trinken"	"Trinken.Geräuschvoll_trinken"
"LD00590"	"tompen"	"Verb"	"2."	"schlummern, nippen"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken.Langsam_kleine_Mengen_trinken"
"LL00146"	"läppsen"	"Verb"		"nippen; essen od. trinken wie einer, dem es nicht recht schmeckt"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken.Langsam_kleine_Mengen_trinken"
"LL00196"	"lebbern"	"Verb"		"nippen' schlürfen"	"Trinken.Langsam_kleine_Mengen_trinken;Trinken.Geräuschvoll_trinken"	"Trinken.Geräuschvoll_trinken"
"LR00037"	"rädelen"	"Verb"	"2."	"zuviel essen od. trinken"	"Trinken.Schnell_große_Mengen_trinken"	"kein_Trinken"
"LS01524"	"sifflen"	"Verb"		"anhaltend u. viel trinken"	"Trinken.Schnell_große_Mengen_trinken; Trinken.Häufig_lange_trinken"	"Trinken"
"LD01185"	"tuten II"	"Verb"		"tüchtig trinken"	"Trinken.Schnell_große_Mengen_trinken "	"Trinken"
"LL00467"	"literen"	"Verb"	"2."	"tüchtig trinken"	"Trinken.Schnell_große_Mengen_trinken "	"Trinken"
"LS00708"	"Schlewe-schnabbs"	"Substantiv"		"Schlehenschnapps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"EL00173"	"verlëchen "	"Verb"	"2."	"austrocknen, verschmachten vor Durst"	"Durst"	"kein_Trinken"
"EL00740"	"lällen"	"Verb"	"1."	"lechzen vor Hitze und Durst, von Hunden, Rindern, Federvieh, zuweilen übtr. auch vom Menschen gesagt: vor Durst die Zunge heraushängen lassen"	"Durst"	"kein_Trinken"
"EP03750"	"Brocken"	"Substantiv"	"4."	"Hunger, Durst"	"Durst"	"Durst"
"EP03894"	"Brand"	"Substantiv"	"8."	"Durst"	"Durst"	"Durst"
"ET01331"	"Durst"	"Substantiv"		"Durst"	"Durst"	"Durst"
"ET01334"	"durstig"	"Adjektiv"		"durstig"	"Durst"	"kein_Trinken"
"ET01335"	"dürsterig, dürsterlich"	"Adjektiv"		"durstigmachend, durstbringend"	"Durst"	"kein_Trinken"
"EN00683"	"Näz"	"Substantiv"	"4."	"schlechtes Getränk"	"Getränk"	"Getränk"
"ES00292"	"Gsuff(s)"	"Substantiv"	"2."	"schlechtes Getränk"	"Getränk"	"Getränk"
"ES02514"	"Schlabberte, Schlabbete"	"Substantiv"	"2."	"überh. schlechtes Getränke, kraftlose Brühe"	"Getränk"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"ET02147"	"Trank"	"Substantiv"		"Trank"	"Getränk "	"Getränk"
"ET02160"	"Trinken"	"Substantiv"		"Getränk"	"Getränk "	"Getränk"
"ET02165"	"Trunk"	"Substantiv"		"Trunk"	"Getränk "	"Getränk"
"EP03252"	"Plämpel, Bämpel"	"Substantiv"	"2."	"träger, langsamer Mensch; schlechtes Getränk, insbes. dünner schwappelnder Kaffee"	"Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk"
"EP03335"	"Plappri, Plappkli"	"Substantiv"	"2."	"schwaches Getränk, insb. von Wein und Kaffee gesagt"	"Getränk; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein "	"Getränk"
"EM00634"	"Mëmm; Mëmm(e)le"	"Substantiv"	"1."	"in der Kinderspr. jede trinkbare Flüssigkeit, besonders Milch; auch verdoppelt"	"Getränk; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"ES00271"	"Seifel"	"Substantiv"	"3."	"minderwertiges Getränk, Bier oder Wein"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein "	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"ET02152"	"Säütränke"	"Substantiv"	"2."	"schlechtes Getränk, z. B. schlechter Wein"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"
"EW01183"	"Seckelwasser"	"Substantiv"		"schlechtes Getränk, Wein und Bier"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"ET02166"	"Schlaftrunk"	"Substantiv"		"urspr. Trunk, der dem Gaste dargereicht wurde, wenn er sich schon zu Bett begeben hatte; später Trinkgelage, das sich an die Abendmahlzeit anschloss."	"Getränk; Trinken"	"kein_Trinken"
"EK00182"	"Kaffee, Kaffi"	"Substantiv"	"1."	"Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"EL01179"	"Lur(e), Lür"	"Substantiv"	"4."	"schlechte Brühe überhaupt, bes. Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"EP03724"	"Qutschelbrüej"	"Substantiv"	"2."	"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"ES02507"	"Kaffeeschlabber"	"Substantiv"		"schlechter Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"EW01182"	"Schüsselwasser"	"Substantiv"	"2."	"schlechter Kaffee; dünne, kraftlose Suppe"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee"
"EL01180"	"Lappenlur(e), Lappenlür"	"Substantiv"	"1."	"schwacher, saurer, matter, verwässerter Wein oder Kaffee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein "	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EK00183"	"Schokelakaffee"	"Substantiv"		"Milchschokolade mit Brot"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao"	"kein_Trinken"
"ET00024"	"Tee"	"Substantiv"	"2."	"Aufguss von getrockneten Blättern oder Blüten heilkräftiger Pflanzen"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"ET00025"	"Brusttee"	"Substantiv"	"1."	"Brusttee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"kein_Trinken"
"EW01154"	"Bappelwasser"	"Substantiv"	"2."	"Tee aus Blättern der Rosenpappel"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee"
"EM00566"	"Milch"	"Substantiv"		"Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"EM00567"	"Brieschmilch"	"Substantiv"		"die erste Milch der Kuh"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"EM00571"	"Geisenmilch"	"Substantiv"	"1."	"Ziegenmilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"EM00577"	"Surmilch"	"Substantiv"		"Sauermilch, Dickmilch, gestockte Milch; wird häufig abends mit Kartoffeln gegessen; auch zu Suppen verwendet"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"EP04065"	"Briest, Briesch"	"Substantiv"	"2."	"Milch einer frischmelkenden Kuh"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"EP04065"	"Briest, Briesch"	"Substantiv"	"3."	"gestockte junge Milch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"
"ET01557"	"Düttle, Düttel"	"Substantiv"	"4."	"Muttermilch"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk"	"kein_Trinken"
"EP03708"	"Brüej(e)"	"Substantiv"	"1."	"Brühe, Sauce; auch Seifenbrühe, frischgepresster Rebensaft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"ES00323"	"Saft"	"Substantiv"		"Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"EW01152"	"Wasser"	"Substantiv"	"1."	"Wasser, Trinkwasser, Quellwasser, Regenwasser, Fluss, Teich, See, Meer. Von einem Arbeitsscheuen"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser"
"EM01217"	"Elfermëss"	"Substantiv"		"übtr. Frühschoppen. In der guten, alten Zeit durften die Wirtshäuser am Sonntag Vormittag vor Schluss des Gottesdienstes um 11 Uhr keine Gäste aufnehmen; der Wirtshausgang um diese Zeit wurde dann scherzhaft E. genannt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"kein_Trinken"
"ES03133"	"Armschmalz"	"Substantiv"	"2."	"in der Arbeiterspr. Bezeichnung für alkoholhaltige Getränke"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"kein_Trinken"
"EM00624"	"Molzer"	"Substantiv"	"3."	"Biersorte, die teils aus Lager-, teils aus Jungbier besteht"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"kein_Trinken"
"EP01634"	"Bier"	"Substantiv"		"Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"
"ES02036"	"Schoppen"	"Substantiv"	"2."	"bes. ein Schoppen Bier"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier"	"kein_Trinken"
