xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Top_1	Konzeptübereinstimmung
EP01789	Bërliner 	Bërliner	Substantiv	2.	schlechter Schnaps, auch Bërliner Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
EP03930	Brenz	Brenz	Substantiv	1.	Schnaps, Fusel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
ES03500	Schnaps, Schnips	Schnaps, Schnips	Substantiv	1.	Schnaps, Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
ES03505	Quëtschelschnaps, Quëtschenschnaps, Quetschenschnaps	Quëtschelschnaps, Quëtschenschnaps, Quetschenschnaps	Substantiv		Branntwein aus Zwetschen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
ES04513	Sprit	Sprit	Substantiv	2.	schlechter Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
ES04532	Spritzer, Spretzer	Spritzer, Spretzer	Substantiv	5.	kleine Menge Branntwein, die man in den schwarzen Kaffee giesst	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Heißgetränk.Alkoholhaltiges_Heißgetränk	perfekt
ET01713	Traberen, Träberen	Traberen, Träberen	Substantiv	2.	Treberbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
EW00679	Branntenwi(n), Brënntewi(n)	Branntenwin, Branntenwi, Brënntewin, Brënntewi	Substantiv		Branntwein, Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
EW00690	Grumbirenbrënntewin	Grumbirenbrënntewin	Substantiv		Branntwein aus gegorenen Kartoffeln	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
EW01009	Wermuet	Wermuet	Substantiv	2.	Wermutbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
EW01168	Kirsenwasser, Kirschenwasser	Kirsenwasser, Kirschenwasser	Substantiv		Branntwein aus Kirschen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
EW01189	Wichtwasser, Gewichtwasser, Wihwasser	Wichtwasser, Gewichtwasser, Wihwasser	Substantiv	2.	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
EZ00219	Zucker II	Zucker	Substantiv	2.	Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
EG00282	Giges, Gigs	Giges, Gigs	Substantiv		schlechter Branntwein, Fusel; schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
ER00670	Rämpes	Rämpes	Substantiv	1.	geringer Schnaps; schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EK01744	Kläw(n)er, Kläfler	Kläwner, Kläwer, Kläfler	Substantiv	2.	Wein daraus	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EL01179	Lur(e), Lür	Lure, Lur, Lür	Substantiv	1.	leichter Wein, hergestellt durch Vermischen mit Wasser	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EL01179	Lur(e), Lür	Lure, Lur, Lür	Substantiv	2.	ein Getränk, im Herbst aus wilden Früchten und etwas Wein hergestellt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk	perfekt
EM01478	Most II, Muschk	Most, Muschk	Substantiv	1.	süsser Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EM01516	Mët(er)	Mëter, Mët	Substantiv		Met	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	kein_Trinken	kein
EP00974	Bumpes	Bumpes	Substantiv	2.	gepantschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EP01449	Bupperi	Bupperi	Substantiv	4.	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EP02606	Rachenbutzer	Rachenbutzer	Substantiv	1.	saurer Wein, der vermöge seiner Weinsteinsäure den Schleim im Rachen gerinnen macht und ablöst	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EP03708	Brüej(e)	Brüeje, Brüej	Substantiv	2.	schlechte Suppe, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EP03723	Leimenbrüej	Leimenbrüej	Substantiv		scherzhaft für den lehmfarbigen neuen Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	kein
EP03727	Schnitzbrüej	Schnitzbrüej	Substantiv		schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
ER00917	Räppes, Räppis, Räps	Räppes, Räppis, Räps	Substantiv	1.	schlechter Wein; neuer Wein aus Trauben, die man vor der eigentlichen Weinlese holt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
ES05370	Stöpferle	Stöpferle	Substantiv	1.	petschierter Flaschenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EW00675	Äpfelwi(n)	Äpfelwin, Äpfelwi	Substantiv		Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EW00678	Birenwi(n)	Birenwin, Birenwi	Substantiv		Birnwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EW00685	Edelwin	Edelwin	Substantiv		feine Sorte Weisswein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EW00686	Ehrwein	Ehrwein	Substantiv		Ehrenwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EW00688	Gänswin	Gänswin	Substantiv		schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EW00706	Stichwin	Stichwin	Substantiv		der zur Probe aus dem Fass genommene Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EW00712	Trinkwi(n)	Trinkwin, Trinkwi	Substantiv		leichter Wein, der gewonnen wird, wenn man nach dem Pressen der Trauben die Träber mit Wasser übergiesst und nach einem Zuckerzusatz nochmals gären lässt	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EW00713	Truebwi(n), Trüebwi(n)	Truebwin, Truebwi, Trüebwin, Trüebwi	Substantiv		Trübwein, der letzte, nicht mehr klare W. aus einem Fasse	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
EG01330	glucklen	glucklen	Verb	2.	trinken	Trinken	Trinken	perfekt
EK01581	klëmmen 	klëmmen	Verb	3.	trinken	Trinken	Trinken	perfekt
EK01662	klopfen	klopfen	Verb	1.	schlagen, hämmern; mit dem Glase auf den Tisch klopfen, wenn man im Wirtshaus noch etwas wünscht; trinken	Trinken	Trinken.Alkohol_trinken; Trinken	perfekt
EL01062	läppelen	läppelen	Verb	2.	saufen (vom Hund)	Trinken	Trinken.Alkohol_trinken; Trinken	perfekt
EL01080	lipplen	lipplen	Verb	2.	saufen (von der Katze)	Trinken	Trinken.Alkohol_trinken; Trinken	perfekt
EL01367	leschen	leschen	Verb	1.	löschen (Feuer, Durst, Staub)	Trinken	Durst	kein
EM00633	mëmm(e)len	mëmmelen, mëmmlen	Verb	1.	in der Kindersprache trinken	Trinken	Trinken	perfekt
EP00228	büchsen	büchsen	Verb	2.	trinken	Trinken	Trinken	perfekt
EP02088	busen	busen	Verb	2.	trinken, den Durst löschen	Trinken	Trinken	perfekt
EP02832	pfëtzen 	pfëtzen	Verb	6.	trinken	Trinken	Trinken	perfekt
ES00280	sufen	sufen	Verb	1.	saufen, vom Vieh	Trinken	Trinken.Alkohol_trinken; Trinken	perfekt
ES00280	sufen	sufen	Verb	2.	grob von Menschen gesagt, trinken	Trinken	Trinken	perfekt
ES00306	süfflen, säufflen	süfflen, säufflen	Verb	1.	trinken, mehr scherzhaft gesagt	Trinken	Trinken; Trinken.Alkohol_trinken	perfekt
ES02377 	schaskenen 	schaskenen	Verb		trinken	Trinken	Trinken	perfekt
ES03991	schwerzen	schwerzen	Verb	2.	trinken	Trinken	Trinken	perfekt
ET00171	düchlen	düchlen	Verb	3.	scherzh. trinken	Trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	perfekt
ET01807	trudlen, truttlen	trudlen, truttlen	Verb	5.	trinken	Trinken	Trinken	perfekt
ET02159	trinken	trinken	Verb		trinken	Trinken	Trinken	perfekt
EZ00046	zëchen 	zëchen	Verb	2.	trinken	Trinken	Trinken	perfekt
EP00808	belzen	belzen	Substantiv	4.	trinken, saufen	Trinken.Alkohol_trinken; Trinken	Trinken; Trinken.Alkohol_trinken	perfekt
ES02175	schuren II	schuren	Verb	2.	nach einer Hochzeit bei den Eingeladenen von Haus zu Haus gehen und zechen: die Männer trinken Wein, die Frauen Kaffee Andolsh. u. Umg	Trinken.Alkohol_trinken; Trinken	Trinken; Trinken.Alkohol_trinken	perfekt
ET00270	dudlen, düdlen	dudlen, düdlen	Verb	3.	zechen, trinken	Trinken; Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
EZ00453	zäpfen	zäpfen	Substantiv	2.	(ein Fass) anstechen; vom Fass trinken; trinken überhaupt	Trinken; Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken	perfekt
EK01653	klepfen	klepfen	Verb	4.	wegschnappen, verzehren (Obst; eine Flasche Wein)	Trinken.Alkohol_trinken	kein_Trinken	kein
ES00290	Suff	Suff	Substantiv	1.	Saufgelage	Trinken.Alkohol_trinken	kein_Trinken	kein
ES03507	schnapsen	schnapsen	Verb	1.	Schnaps trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
ES03812	schwächen	schwächen	Verb		trinken, zechen, saufen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
EP03369	us blasen	us blasen	Verb	2.	austrinken	Trinken.Austrinken; Trinken.Alkohol_trinken	Trinken.Austrinken	perfekt
EP00137	bëcheren	bëcheren	Verb		zechen, pokulieren, tüchtig trinken	Trinken.Alkohol_trinken; Trinken.Schnell_große_Mengen_trinken	Trinken.Alkohol_trinken	perfekt
EP00812	us belzen	us belzen	Substantiv	3.	leer trinken	Trinken.Austrinken	Trinken.Austrinken	perfekt
EP01859	us bursten	us bursten	Verb	2.	austrinken	Trinken.Austrinken	Trinken.Austrinken	perfekt
EG01325	gluckeren	gluckeren	Verb		schlürfen, trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	perfekt
ES01152	surpfen	surpfen	Verb	2.	mit Geräusch trinken oder vom Löffel schmatzen	Trinken.Geräuschvoll_trinken	Trinken; Trinken.Geräuschvoll_trinken	perfekt
ES01193	Suser	Suser	Substantiv		gährender Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
ES03030	schlutzen, schlotzen	schlutzen, schlotzen	Verb	2.	schlürfen, mit Wohlbehagen trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken; Trinken.Langsam_kleine_Mengen_trinken	perfekt
ES00272	seiflen	seiflen	Verb	5.	geräuschvoll und anhaltend trinken	Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken	perfekt
EL01063	läpperen	läpperen	Verb	1.	schlürfen, schlappern (von Hunden); langsam und behaglich, langsam trinken	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Geräuschvoll_trinken	Trinken.Geräuschvoll_trinken; Trinken.Langsam_kleine_Mengen_trinken	perfekt
EL01062	läppelen	läppelen	Verb	1.	trinken mit dem Nebengedanken des Behaglichen, Langsamen	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Geräuschvoll_trinken; Trinken.Langsam_kleine_Mengen_trinken	perfekt
EM00633	mëmm(e)len	mëmmelen, mëmmlen	Verb	2.	behaglich und in kleinen Zügen wiederholt trinken, von älteren Leuten und von Gewohnheitstrinkern	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken	perfekt
ES00608	suckelen	suckelen	Verb		langsam saugen	Trinken.Langsam_kleine_Mengen_trinken	Trinken.Langsam_kleine_Mengen_trinken; Trinken.Geräuschvoll_trinken	perfekt
EH00174	huchen	huchen	Substantiv	2.	trinken, bes. übermässig	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	perfekt
EP03365	blasen	blasen	Verb	2.	trinken, gern und viel	Trinken.Schnell_große_Mengen_trinken	Trinken.Schnell_große_Mengen_trinken	perfekt
PA00150	Abend-milch	Abendmilch	Substantiv	-	Milch, die am Abend gemolken wird	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PA00579	ab-saufen	absaufen	Verb	1a	oben heruntersaufen	Trinken	kein_Trinken	kein
PA00825	ab-trinken	abtrinken	Verb	1	von oben wegtrinken	Trinken	Trinken.Austrinken; Trinken	perfekt
PA02175	an-saufen	ansaufen	Verb	3	sich volltrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken	perfekt
PA02391	an-trudeln	antrudeln	Verb	2	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PA02488	Apfel-, Äpfel-bumpes	Apfelbumpes, Äpfelbumpes	Substantiv	-	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PA02522	Apfel-most	Apfelmost	Substantiv	-	Apfelmost	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	perfekt
PA02579	Apparaten-milch	Apparatenmilch	Substantiv	-	Milch, die durch die Zentrifuge entrahmt ist	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PA03037	Auf-enthalt	Aufenthalt	Substantiv	3	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PA03060	Auffüll-wein	Auffüllwein	Substantiv	-	Wein zum Auffüllen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PA03624	aus-dudeln	ausdudeln	Verb	-	saugend austrinken	Trinken.Austrinken	Trinken.Austrinken	perfekt
PA04077	aus-stauben	ausstauben	Verb	3	austrinken	Trinken.Austrinken	Trinken.Austrinken	perfekt
PB00523	Bampel-brühe	Bampelbrühe	Substantiv	-	minderwertiger Wein, dünner Kaffee	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PB00549	Bamsche	Bamsche	Substantiv	-	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PB00617	Bankerotts-brühe, Bankerott-brühe	Bankerottsbrühe, Bankerottbrühe	Substantiv	-	dünner, schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
PB00757	Pappel-wasser	Pappelwasser	Substantiv	2	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PB01184	Bauch-bläser	Bauchbläser	Substantiv		schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PB01220	Baudel-brühe	Baudelbrühe	Substantiv	-	Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
PB01537	be-diaduseln	bediaduseln	Verb	-	betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PB01548	be-dudeln	bedudeln	Verb	2	betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PB01633	be-hauen	behauen	Verb	2a	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PB01838	be-ledern	beledern	Verb	-	betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PB02066	Perl-kaffee	Perlkaffee	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PB02130	be-sabeln	besabeln	Verb	1	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PB02576	be-zechen	bezechen	Verb	-	sich betrinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PB02736	Pfeffer-minze, -minz	Pfefferminze, Pfefferminz	Substantiv	2	Pfefferminztee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
PB02741	Pfefferminz-wasser	Pfefferminzwasser	Substantiv	-	Getränk aus Pfefferminzessenz und Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser; Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	perfekt
PB02869	Pferds-milch	Pferdsmilch	Substantiv	-	Stutenmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PB02917	pfetzen	pfetzen	Verb	6	trinken	Trinken.Alkohol_trinken	Trinken	perfekt
PB02931	pfiffeln	pfiffeln	Verb	2	ein kleines Glas Wein trinken	Trinken.Alkohol_trinken	Getränk; Trinken.Alkohol_trinken	voll
PB02932	pfiffen	pfiffen	Verb	-	ein kleines Glas Wein trinken	Trinken.Alkohol_trinken	Getränk; Trinken.Alkohol_trinken	voll
PB03008	Pflaster	Pflaster	Substantiv	4b	Erdbeerwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	kein_Trinken	kein
PB03661	Bippel-henker	Bippelhenker	Substantiv	E2	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PB03816	pitschen	pitschen	Verb	1	trinken	Trinken.Alkohol_trinken	Trinken	perfekt
PB03844	Bitter-wasser	Bitterwasser	Substantiv	-	ein sehr bitter schmeckendes Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	perfekt
PB03868	Bitzler	Bitzler	Substantiv	1	junger, noch gärender Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PB03946	Plämpel	Plämpel	Substantiv	2	schlechter Wein, minderwertiger Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PB04748	Böckser	Böckser	Substantiv	1a	von verdorbenem Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
PB04755	Böcksler	Böcksler	Substantiv	1	Wein mit Bodengeschmack	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PB04859	Bohnen-kaffee	Bohnenkaffee	Substantiv	-	Bohnenkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	perfekt
PB05642	Branntwein-schnäpsel	Branntweinschnäpsel	Substantiv	-	ein Gläschen Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	perfekt
PB05678	Brast	Brast	Substantiv	1.4	Durst	Durst	Durst	perfekt
PB05724	Bratz	Bratz	Substantiv	-	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
PB06370	prostern	prostern	Verb	-	trinken	Trinken.Alkohol_trinken	Trinken	perfekt
PB06562	Brühe	Brühe	Substantiv	2	Beeren-, Gemüsesaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	perfekt
PB06629	Brummelsbeerblätter-tee	Brummelsbeerblättertee	Substantiv	-	Brombeerblättertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
PB06831	Bruttel	Bruttel	Substantiv	1d	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee; Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
PB06832	Bruttel-brühe	Bruttelbrühe	Substantiv	-	schlechtes Kaffeegetränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	perfekt
PB07038	Buckskin	Buckskin	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PB07098	büffen	büffen	Verb	2	einen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PB07510	bürsten	bürsten	Verb	2	trinken, zechen	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PB07852	Butzen-milch, Butze-milch	Butzenmilch, Butzemilch	Substantiv	-	die erste dicke, unreine Milch der Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	perfekt
PD00533	Tal-wein	Talwein	Substantiv	-	Wein aus niedrigen Lagen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	perfekt
PD00646	tanken	tanken	Verb	2	trinken (vom Alkohol)	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken; Trinken	perfekt
PD00873	daran-schütten	daranschütten	Verb	2	einen Schoppen trinken	Trinken.Alkohol_trinken	Trinken.Alkohol_trinken	perfekt
PD01207	tätschern	tätschern	Verb	-	trinken	Trinken.Alkohol_trinken	Trinken	perfekt
PD01569	Tee	Tee	Substantiv	1	die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	perfekt
